title	label
The health care bill will "create 4 million jobs, 400,000 jobs almost immediately."	2
U.S. Rep. Scott Rigell wants gun owners in a federal registration system.	5
The water quality in the ocean is perfect. Its been tested up and down every ocean shore in New Jersey.	1
I balanced the budget for four straight years, paid off $405 billion in debt.	4
Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.	3
The governor must inform the Senate president about his or her absence from the state.	3
We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.	5
A majority of Americans since Harry Truman days support single-payer health insurance, or full Medicare for all.	4
Says Ohio Gov. John Kasich had the worst rating on spending of any governor in the country, Republican or Democrat.	2
The Benghazi probe is the longest-running congressional investigation ever.	4
Says Jeb Bush extended early voting after seeing long lines.	3
Says President Barack Obama thinks Americans are lazy.	3
Says Gov. Scott Walker has caused Wisconsin to lose more jobs than any other state in the country.	2
Says more than 2 million Oregonians have received important medical services because of his health plan.	2
(T)he United States government and its Constitution says that people can be put to death.	0
Obama spokesman Bill Burton says Clinton gave Bush "a blank check on a critical foreign policy issue."	2
Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.	4
In the last 10 years, only one piece of legislation has been cosponsored and passed by John Duncan Jr.	5
There are cities and counties in Georgia that dont have websites, and where elected officials dont have email addresses.	0
I never was in favor of shutting down the government. (I) voted to fund the government fully.	3
The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates.	2
Says PETA is using this really fancy drone to follow hunters around in some places in other countries.	2
United States students are achieving at number 25 out of 29 developing countries when it comes to science and math.	4
Says Mitt Romney backed a bill that outlaws all abortions, even in cases of rape and incest.	5
Says North Carolina is home of the largest military installations in the world.	1
In Libya, America spent $2 billion total and didnt lose a single life.	1
20 percent of the time (smart guns) wont work.	4
If you look at the income of average Americans...theyre absolutely flat in constant dollars since 1979.	1
Its highly unusual to have a Supreme Court confirmation in a presidential election year. The last one was 1940.	2
Guantanamo has never been a key component of ISIS or al-Qaida propaganda.	0
Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.	4
George Allens flat tax plan would actually shrink revenues further thanthe Perry (flat tax) plan.	4
Sarah Palin "has had 12 years of elected office experience."	0
DEP has 2,812 employees, the lowest level since the mid-80s.	2
There are tens of thousands of homes right here in California where you turn on the faucet but you cant drink the water.	2
The largest number of bankruptcies in our country are really as a result of health care.	2
Marco Rubio has the No. 1absentee record in the United States Senate.	1
Oregon has the sixth highest combined death tax rate in the country.	3
When I left office, there was a $7-million surplus in Providence, but in 2008, the city had a $110-million deficit.	2
More Hispanics have fallen into poverty under Obama.	2
This year, the federal government will have more revenue than any year in the history of our country.	2
Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.	2
Says President Barack Obama is not paying women equally by his own measures in his own White House.	3
Says that as a U.S. senator, Scott Brown delivered for Wall Street, saving big banks $19 billion in taxes.	3
The fact is, over 2.4 million jobs have been lost since the Stimulus bill was signed into law in February of 2009.	2
The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.	1
If African-Americans vote their percentage of the population in 2008, "Mississippi is suddenly a Democratic state."	4
Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs.	3
Says Ann Kuster said the debate over Americas debt limit is not an important issue of the day.	4
On whether to eliminate the state income tax.	2
ISISsends out 90,000 social (media)messages a day.	1
North Koreahas over two-dozennuclear warheads.	2
The federal government right now does not deport criminals.	4
On President Barack Obamas stimulus	2
Emergency rooms account for 2 percent of all health care spending.	1
Says Hillary Clinton said all work-related emails were sent back to the State Department. The FBI director said, thats not true.	0
Says Mitt Romney said he does not line up with the NRA.	0
Says Patrick Murphy is trying to hide his drunken assault of a police officer.	3
Most of Ted Cruzs money comes from Washington, from outside the state of Texas.	3
The 2005 round of military base closings has not yet resulted in savings.	2
Florida has experienced positive job growth for 39 consecutive months.	3
In 1992, Mitt Romney gave money to Democrats for Congress.	0
AIG executives ... (took) a junket for over $400,000. Twice.	3
Harry Reids plan is basically giving the president a blank check.	4
Jim Renacci supports a national sales tax of 23 percent.	2
Over 300K home owner suicides attributed to foreclosures.	5
On gun policy	2
Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.	5
Says he saw videotape of the people taking the money off the plane to pay ransom to Iran for hostages.	4
